web_scraper_order,web_scraper_start_url,container_link,type_habits,prix,adresse,image_lien
"1771106807-385","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/boubou-africain-homme-5544660","Boubou africain homme","20 000 CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_5583429_uploaded_image1_1760991166.jpg"
"1771106809-386","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5549382","Ensemble Short","9 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5549382_uploaded_image1_1759190460.jpg"
"1771106812-387","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/lacostes-en-coton-venant-de-la-turquie-5553333","Lacostes en coton venant de la turquie","12 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5553349_uploaded_image1_1759343446.jpg"
"1771106815-388","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/lacostes-homme-5553349","Lacostes homme","12 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5553349_uploaded_image1_1759343446.jpg"
"1771106817-389","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5560169","Costume africain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560169_uploaded_image1_1759703026.jpg"
"1771106820-390","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-en-coton-5561956","T-shirt en coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5595880_uploaded_image1_1761763593.jpg"
"1771106822-391","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/calecons-5563903","Caleçons","7 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5563903_uploaded_image1_1759891202.jpg"
"1771106825-392","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5565386","Costume africain","75 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5565386_uploaded_image1_1759971775.jpg"
"1771106827-393","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/patolo-pour-homme-5524480","Patolo pour homme","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524480_uploaded_image1_1757810630.jpg"
"1771106829-394","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/patolon-pour-homme-5524496","Patolon pour homme","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524496_uploaded_image1_1757811429.jpg"
"1771106832-395","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/abimen-homme-5569789","Abimen homme","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5569789_uploaded_image1_1760221691.jpg"
"1771106834-396","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-de-pluie-5523711","Vêtements de pluie","2 000 CFA","Colobane, Dakar, Sénégal",""
"1771106837-397","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5570642","Vêtements homme","10 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127469_uploaded_image1_1736445621.jpg"
"1771106839-398","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5573636","Vêtements homme","10 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127469_uploaded_image1_1736445621.jpg"
"1771106842-399","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5574075","Blouson","13 500 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5574075_uploaded_image1_1760470253.jpg"
"1771106844-400","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/kargo-5527932","Kargo","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5527932_uploaded_image1_1758015495.jpg"
"1771106847-401","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-coton-5527936","Pantalon coton","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5527936_uploaded_image1_1758015699.jpg"
"1771106849-402","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/emsemble-coton-par-taille-5527950","Emsemble coton par taille","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5527950_uploaded_image1_1758015984.jpg"
"1771106852-403","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirts-5583295","Tee-shirts","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5583295_uploaded_image1_1760984169.jpg"
"1771106855-404","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/boubou-homme-5583429","Boubou homme","20 000 CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_5583429_uploaded_image1_1760991166.jpg"
"1771106857-405","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5585179","Blouson","9 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671485_uploaded_image1_1765666732.jpg"
"1771106859-406","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5586869","T-shirts","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771106862-407","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-kaddu-dund-5586874","T-shirts Kaddù dund","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5586874_uploaded_image1_1761172153.jpg"
"1771106864-408","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costumes-africains-5547717","Costumes africains","30 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5547717_uploaded_image1_1759098205.jpg"
"1771106867-409","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blouson-5588312","Ensemble blouson","25 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588312_uploaded_image1_1761261836.jpg"
"1771106870-410","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-nike-tech-5588318","Ensemble nike tech","30 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588318_uploaded_image1_1761262014.jpg"
"1771106872-411","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/survetement-nike-5588324","Survêtement Nike","50 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588326_uploaded_image1_1761262675.jpg"
"1771106874-412","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/survetement-nike-5588326","Survêtement Nike","60 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588326_uploaded_image1_1761262675.jpg"
"1771106877-413","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-5555324","Polo","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1771106908-414","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5674255","Pantalon bas large","7 000 CFA","Dakar, Sénégal",""
"1771106910-415","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5674256","Pantalon bas large","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5674256_uploaded_image1_1765840156.jpg"
"1771106913-416","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-collant-5667205","Pull collant","5 000 CFA","Dakar, Sénégal",""
"1771106916-417","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5671819","Blouson","20 000 CFA","Dakar, Sénégal",""
"1771106920-418","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5682171","Ensemble","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739067_uploaded_image1_1769256383.jpg"
"1771106923-419","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5657576","Ensemble homme","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739042_uploaded_image1_1769255793.jpg"
"1771106925-420","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5657571","Blouson","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657571_uploaded_image1_1764942132.jpg"
"1771106928-421","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lacostes-kaki-5669734","Ensemble lacostes + kaki","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5669734_uploaded_image1_1765555257.jpg"
"1771106930-422","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/gilet-5657703","Gilet","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657703_uploaded_image1_1764948943.jpg"
"1771106933-423","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5657710","Pull-over","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657710_uploaded_image1_1764949465.jpg"
"1771106935-424","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5657708","Chemise","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5757249_uploaded_image1_1770165657.jpg"
"1771106937-425","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jacket-5657709","Jacket","14 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657793_uploaded_image1_1764952502.jpg"
"1771106940-426","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/calecons-5657705","Caleçons","1 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657705_uploaded_image1_1764949059.jpg"
"1771106942-427","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5657707","Pantalon kaki","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758901_uploaded_image1_1770244788.jpg"
"1771106945-428","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djalabeh-5657721","Djalabeh","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657723_uploaded_image1_1764949964.jpg"
"1771106947-429","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djalabeh-5657723","Djalabeh","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657723_uploaded_image1_1764949964.jpg"
"1771106950-430","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jacket-en-jeans-5657793","Jacket en jeans","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657793_uploaded_image1_1764952502.jpg"
"1771106953-431","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5702153","Jeans homme","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5702153_uploaded_image1_1767517880.jpg"
"1771106955-432","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/liquette-homme-et-femme-5703148","Liquette homme et femme","5 500 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5703148_uploaded_image1_1767562157.jpg"
"1771106957-433","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djialabe-5704560","Djialabé","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5704567_uploaded_image2_1767633428.jpeg"
"1771106960-434","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djialabe-5704563","Djialabé","17 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5704567_uploaded_image2_1767633428.jpeg"
"1771106964-435","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djialabe-5704567","Djialabé","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5704567_uploaded_image2_1767633428.jpeg"
"1771106967-436","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemise-aladji-simple-5704570","Chemise Aladji simple","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5704570_uploaded_image1_1767633532.jpg"
"1771106970-437","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemise-aladji-5704575","Chemise Aladji","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5704575_uploaded_image1_1767633661.jpg"
"1771106972-438","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-demi-saison-5707461","Ensemble demi-saison","20 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5707461_uploaded_image1_1767748680.jpg"
"1771108312-439","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/balle-de-peignoir-fripperie-5709925","Balle de peignoir fripperie","70 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5709925_uploaded_image1_1767869309.jpg"
"1771108315-440","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-senegal-5713955","T-shirt Sénégal","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713955_uploaded_image1_1768047812.jpg"
"1771108317-441","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/blazer-5713967","Blazer","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713967_uploaded_image1_1768048084.jpg"
"1771108321-442","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5713973","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771108323-443","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5715572","Chemises homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5715576_uploaded_image1_1768156314.jpg"
"1771108326-444","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5715576","Chemises homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5715576_uploaded_image1_1768156314.jpg"
"1771108328-445","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5715934","Vêtement homme","15 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3666508_uploaded_image1_1650729311.jpg"
"1771108331-446","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5715938","Chemise homme","7 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5715938_uploaded_image1_1768181503.jpg"
"1771108333-447","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/abaya-simple-5716402","Abaya simple","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716402_uploaded_image1_1768212731.jpg"
"1771108335-448","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/enchembe-chemises-lequete-5716418","Enchembe chemises lequete","20 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716418_uploaded_image1_1768213124.jpg"
"1771108338-449","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-5717358","Pull","5 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5717358_uploaded_image1_1768246762.jpg"
"1771108340-450","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-tradi-moderne-5717367","Ensemble tradi-moderne","12 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5717367_uploaded_image1_1768247011.jpg"
"1771108343-451","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5722021","Vêtements homme","18 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3666508_uploaded_image1_1650729311.jpg"
"1771108345-452","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemise-unique-original-100-coton-5682233","Chemise unique original 100℅ coton","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5682233_uploaded_image1_1766238315.jpg"
"1771108348-453","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/liquete-djiene-5682243","Liquête djiene","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5682243_uploaded_image1_1766238454.jpg"
"1771108350-454","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-compressifs-5728502","T-shirt compressifs","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5728502_uploaded_image1_1768817479.jpg"
"1771108352-455","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5728516","T-shirts","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771108355-456","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5729575","Chemises homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729575_uploaded_image1_1768855922.jpg"
"1771108357-457","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5729584","Vêtements homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127469_uploaded_image1_1736445621.jpg"
"1771108360-458","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/veste-sport-vintage-5732576","Veste sport vintage","18 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5732576_uploaded_image1_1768998372.jpg"
"1771108362-459","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-nike-nocta-et-trapstar-5733744","Ensemble nike nocta et trapstar","34 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5733744_uploaded_image1_1769033283.jpg"
"1771108365-460","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5739042","Ensemble homme","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739042_uploaded_image1_1769255793.jpg"
"1771108367-461","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-veste-5739049","Ensemble veste","45 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739049_uploaded_image1_1769255895.jpg"
"1771108370-462","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-5739053","Pull","6 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739053_uploaded_image1_1769255952.jpg"
"1771108372-463","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-femme-5739061","Ensemble femme","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739061_uploaded_image1_1769256196.jpg"
"1771108375-464","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-5739067","Lacoste","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771108377-465","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/polo-longue-manche-5739549","Polo longue manche","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5739549_uploaded_image1_1769280208.jpg"
"1771108380-466","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-h-et-m-homme-5741367","Ensemble h&m homme","7 500 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5741367_uploaded_image1_1769391008.jpg"
"1771108383-467","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djallabe-pour-homme-5743307","Djallabé pour homme","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5743307_uploaded_image1_1769468595.jpg"
"1771108385-468","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-pour-homme-avec-pantalon-5743341","Djellaba pour homme avec pantalon","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5743341_uploaded_image1_1769469453.jpg"
"1771108388-469","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-pour-homme-5743368","Djellaba pour homme","14 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5743387_uploaded_image1_1769470887.jpg"
"1771108390-470","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-pour-homme-5743374","Djellaba pour homme","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5743387_uploaded_image1_1769470887.jpg"
"1771108393-471","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-pour-homme-5743378","Djellaba pour homme","7 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5743387_uploaded_image1_1769470887.jpg"
"1771108396-472","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-pour-homme-coton-100-5743382","Djellaba pour homme coton 100℅","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5743382_uploaded_image1_1769470517.jpg"
"1771108398-473","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-pour-homme-coton-tres-classe-5743387","Djellaba pour homme coton très classe","25 000 CFA","Colobane, Dakar, Sénégal",""
"1771108401-474","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jean-armanie-5745199","Jean Armanie","6 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5745199_uploaded_image1_1769550375.jpg"
"1771108403-475","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jogging-5746893","Jogging","10 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5746893_uploaded_image1_1769621688.jpg"
"1771108406-476","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-homme-5746920","Djellaba homme","10 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5746931_uploaded_image1_1769624420.jpg"
"1771108408-477","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-homme-5746922","Djellaba homme","8 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5746931_uploaded_image1_1769624420.jpg"
"1771108411-478","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jalaba-homme-5746931","Jalaba homme","10 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5746931_uploaded_image1_1769624420.jpg"
"1771108413-479","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5747974","Vêtement homme","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4746909_uploaded_image1_1715866535.jpg"
"1771108415-480","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/lacostes-homme-5748678","Lacostes homme","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771108418-481","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jalabas-pour-hommes-5749864","Jalabas pour hommes","8 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5749864_uploaded_image1_1769781039.jpg"
"1771108420-482","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5749883","Ensemble homme","7 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5749883_uploaded_image1_1769781404.jpg"
"1771108423-483","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5751940","Ensemble homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5751940_uploaded_image1_1769895725.jpg"
